Relatorio;de;Eventos;Historicos;de;20/10/2020;-;00:00;ate;20/10/2020;-;15:27
20/out;15:20:57;571;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;ForcaSub;0;1;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;571;CfgParCuba;bolivia;DelayLad;0;425;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;VSetPoin;4.17;4.24;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;LimSupQP;680;960;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;FcGanhoT;10.154;10.113;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;572;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;VSetPoin;4.15;4.24;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;LadoRefQ;2;1;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;InverteI;1;0;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;DerivIni;0.650;0.550;--------;;;
20/out;15:20:57;573;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;VSetPoin;4.21;4.24;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;RuidoRFo;0.250;0.300;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;LimQPrev;100;60;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;FcGanhoT;0.9999;10.113;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;574;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;VEaFraco;30.00;25.00;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;TFMoveBa;0;3;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;RuidoRFr;0.120;0.150;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;FcOffTen;-45.780;-122.080;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;575;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;TenLimCa;50.00;0.50;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;LadoRefQ;2;1;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;FcGanhoT;0.9992;10.113;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;576;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;RuidoRFr;0.062;0.100;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;LadoQueb;341;0;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;HoraRefC;00:00;14:00;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;FcGanhoT;10.002;10.113;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;EaPrevDe;0.550;0.500;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;EaAtraso;10540;4800;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;DerivIni;-0.500;-2.000;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;CalcDBQu;05:20;08:00;--------;;;
20/out;15:20:57;577;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;VSetPoin;4.19;4.24;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;VForcaDe;0.00;4.40;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;TForcaDe;0;360;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;RuidoRFo;0.200;0.250;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;NumTabOp;5;6;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;NumCicRe;9;7;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;LadoRefQ;2;1;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;InverteI;1;0;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;IncTPino;80;40;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;HabElimi;0;1;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;DerivIni;0.650;0.550;--------;;;
20/out;15:20:57;578;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;VSetPoin;4.19;4.24;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;TVerTens;0;120;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;TipoIncQ;1;2;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;RuidoRFr;0.150;0.200;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;NQuebLog;27;18;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;IntMinQQ;120;150;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;HoraRefQ;01:20;00:00;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;HabIncRR;0;1;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;EaPrevDe;0.750;0.650;--------;;;
20/out;15:20:57;579;CfgParCuba;bolivia;DelayLad;0;450;--------;;;
20/out;15:20:57;601;CfgParCuba;bolivia;VSetPoin;4.23;4.24;--------;;;
20/out;15:20:57;601;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;601;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;601;CfgParCuba;bolivia;FcGanhoT;10.128;10.113;--------;;;
20/out;15:20:57;601;CfgParCuba;bolivia;DelayLad;425;450;--------;;;
20/out;11:39:49;602;CfgParCuba;nildo;VSetPoin;4.24;4.22;--------;;;
20/out;15:20:57;602;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;602;CfgParCuba;bolivia;HoraRefC;03:00;14:00;--------;;;
20/out;15:20:57;602;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;602;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;602;CfgParCuba;bolivia;FcGanhoT;10.138;10.113;--------;;;
20/out;15:20:57;603;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;603;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;603;CfgParCuba;bolivia;HoraRefC;03:00;14:00;--------;;;
20/out;15:20:57;603;CfgParCuba;bolivia;FcOffTen;-30.520;-122.080;--------;;;
20/out;15:20:57;604;CfgParCuba;bolivia;VSetPoin;4.23;4.24;--------;;;
20/out;15:20:57;604;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;604;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;604;CfgParCuba;bolivia;DelayLad;350;450;--------;;;
20/out;11:42:13;605;CfgParCuba;nildo;VSetPoin;4.30;4.25;--------;;;
20/out;15:20:57;605;CfgParCuba;bolivia;VSetPoin;4.25;4.24;--------;;;
20/out;15:20:57;605;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;605;CfgParCuba;bolivia;HabMovIn;0;1;--------;;;
20/out;15:20:57;605;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;605;CfgParCuba;bolivia;DelayLad;325;450;--------;;;
20/out;11:41:49;606;CfgParCuba;nildo;VSetPoin;4.26;4.24;--------;;;
20/out;15:20:57;606;CfgParCuba;bolivia;NumTabOp;2;6;--------;;;
20/out;15:20:57;606;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;606;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;606;CfgParCuba;bolivia;FcOffTen;-183.120;-122.080;--------;;;
20/out;15:20:57;606;CfgParCuba;bolivia;DelayLad;300;450;--------;;;
20/out;11:40:03;607;CfgParCuba;nildo;VSetPoin;4.28;4.26;--------;;;
20/out;11:41:57;607;CfgParCuba;nildo;VSetPoin;4.26;4.25;--------;;;
20/out;15:20:57;607;CfgParCuba;bolivia;VSetPoin;4.25;4.24;--------;;;
20/out;15:20:57;607;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;607;CfgParCuba;bolivia;NumCicRe;8;7;--------;;;
20/out;15:20:57;607;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;607;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;607;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;11:40:12;608;CfgParCuba;nildo;VSetPoin;4.29;4.24;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;Poly_4;0.0000;48.743;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;Poly_0;0.0000;0.1790;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;NumCicRe;9;7;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;608;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;609;CfgParCuba;bolivia;VSetPoin;4.23;4.24;--------;;;
20/out;15:20:57;609;CfgParCuba;bolivia;NumTabOp;7;6;--------;;;
20/out;15:20:57;609;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;609;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;609;CfgParCuba;bolivia;DelayLad;225;450;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;NumCicRe;8;7;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;HabMovIn;0;1;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;FcGanhoT;10.150;10.113;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;EaAtraso;1440;4800;--------;;;
20/out;15:20:57;610;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;611;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;611;CfgParCuba;bolivia;NumCicRe;9;7;--------;;;
20/out;15:20:57;611;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;611;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;611;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;611;CfgParCuba;bolivia;DelayLad;700;425;--------;;;
20/out;15:20:57;612;CfgParCuba;bolivia;VSetPoin;4.21;4.24;--------;;;
20/out;15:20:57;612;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;612;CfgParCuba;bolivia;HoraRefC;02:00;14:00;--------;;;
20/out;15:20:57;612;CfgParCuba;bolivia;FcOffTen;-76.300;-122.080;--------;;;
20/out;15:20:57;612;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;613;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;613;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;613;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;613;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;613;CfgParCuba;bolivia;DelayLad;125;450;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;VSetPoin;4.20;4.24;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;NumCicRe;9;7;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;HoraRefC;01:30;14:00;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;614;CfgParCuba;bolivia;DelayLad;775;425;--------;;;
20/out;15:20:57;615;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;615;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;615;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;615;CfgParCuba;bolivia;FcOffTen;-61.040;-122.080;--------;;;
20/out;15:20:57;615;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;616;CfgParCuba;bolivia;VSetPoin;4.25;4.24;--------;;;
20/out;15:20:57;616;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;616;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;616;CfgParCuba;bolivia;HoraRefC;01:30;14:00;--------;;;
20/out;15:20:57;616;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;HoraRefC;01:30;14:00;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;GrupoMov;6;1;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;DelayLad;25;450;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;DelayLad;850;425;--------;;;
20/out;15:20:57;617;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;618;CfgParCuba;bolivia;TempMaxI;965;970;--------;;;
20/out;15:20:57;618;CfgParCuba;bolivia;MaxQPrev;3;10;--------;;;
20/out;15:20:57;618;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;618;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;618;CfgParCuba;bolivia;DelayLad;875;425;--------;;;
20/out;11:28:27;619;CfgParCuba;nildo;VSetPoin;4.28;4.25;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;VSetPoin;4.25;4.24;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;TempMovI;2;5;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;RuidoRFr;0.065;0.150;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;QuantAlF;1260;1000;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;NCRegOsc;6;3;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;MaxDelta;0;10;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;MassaBan;6000.0;5500.0;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;LimInfQP;100;120;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;IncRuido;100.00;150.00;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;IncRuido;250.00;300.00;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;IncQPrev;100.00;0.00;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;HoraRefC;00:30;14:00;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;HabLogMo;0;1;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;HabCalcD;0;1;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;GrupoMov;7;1;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;FcOffTen;-152.600;-122.080;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;EaPrevDe;0.680;0.650;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;BitDuplo;17;24;--------;;;
20/out;15:20:57;619;CfgParCuba;bolivia;AlimAuto;1;0;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;VSetPoin;4.26;4.24;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;UsaMaxEa;0;1;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;TLibAlar;35;40;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;TIncCorr;10;0;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;TEfeitoM;300;900;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;TEfeitoD;00:30;00:40;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;RuidoRFo;0.085;0.250;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;QuantAlF;1260;1000;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;NCRegOsc;6;3;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;MinNCicC;10;0;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;MaxQPrev;30;10;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;MassaBan;6000.0;5500.0;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;LimOscil;0.15;0.20;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;IncRuido;100.00;150.00;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;FcOffTen;-61.040;-122.080;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;DelayLad;1100;450;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;CAFimUnd;9.00;11.00;--------;;;
20/out;15:20:57;620;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;11:30:59;621;CfgParCuba;nildo;VSetPoin;4.34;4.30;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;VSetPoin;4.30;4.24;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;TMovCima;2;3;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;TIniAlim;90;30;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;TEfeitoM;480;1800;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;RuidoRFr;0.075;0.200;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;RuidoRFo;0.095;0.300;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;QuantAlF;1210;1000;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;NHorRefQ;120;150;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;NCRegOsc;6;3;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;NCicIniE;16;8;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;NCCOscil;5;3;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;MassaBan;6000.0;5500.0;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;IncRuido;150.00;200.00;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;IncCorrI;50;0;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;HoraRefC;00:30;14:00;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;HabLogMo;0;1;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;HabIncRL;0;1;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;HabIncQP;0;1;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;Habilita;1;0;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;HabCamSi;1;0;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;GrupoMov;7;1;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;DerivIni;-5.000;-2.000;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;DelayLad;1020;425;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;BitSiloA;24;23;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;BitDuplo;17;24;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;AlimAuto;1;0;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;AlF3Dia;20;0;--------;;;
20/out;15:20:57;621;CfgParCuba;bolivia;AlarmeDB;00:15;00:30;--------;;;
20/out;11:28:34;622;CfgParCuba;nildo;VSetPoin;4.24;4.22;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;VSetPoin;4.22;4.24;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;TMovBaix;4;5;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;TLibAlar;35;40;--------;;;
20/out;15:20:57;622;CfgParCuba;bolivia;TIncQueb;30;90;--------;;;
